A; L.: DRW
Pflückerei; L.: DRW
Pflückergeld; L.: DRW
Pflückgeld; L.: DRW
Pflücklohn; L.: DRW
Pflückpfennig; L.: DRW
Pflückschuld; L.: DRW
Pflückung; L.: DRW
pflückweise; L.: DRW
pflückzungen; L.: DRW
Pflüge; L.: DRW
pflügen; L.: DRW
Pflüger; L.: DRW
Pflügergeld; L.: DRW
pflügig; L.: DRW
Pflügner; L.: DRW
Pflügot; L.: DRW
Pflug; L.: DRW
Pflugacht; L.: DRW
Pflugansetzung; L.: DRW
Pflugart; L.: DRW
Pflugbede; L.: DRW
Pflugblatt; L.: DRW
Pflugbühr; L.: DRW
Pflugbürde; L.: DRW
Pflugdieb; L.: DRW
Pflugdienst; L.: DRW
Pflugeisen; L.: DRW
Pflugfahre; L.: DRW
Pflugfahrt; L.: DRW
Pflugfriede; L.: DRW
Pflugfrönde; L.: DRW
Pflugfrönder; L.: DRW
Pflugfröner; L.: DRW
Pflugfron; L.: DRW
pfluggänge; L.: DRW
Pfluggang; L.: DRW
Pfluggeld; L.: DRW
Pfluggericht; L.: DRW
Pfluggeschirr; L.: DRW
Pfluggesinde; L.: DRW
Pfluggetreide; L.: DRW
Pfluggetreidig; L.: DRW
Pfluggewähr; L.: DRW
Pfluggewende; L.: DRW
Pfluggewicht; L.: DRW
Pfluggrendel; L.: DRW
Pfluggulden; L.: DRW
(Pflughabe); L.: DRW
Pflughabe-1; L.: DRW
Pflughabe-2; L.: DRW
Pflughaber; L.: DRW
Pflughacke; L.: DRW
Pflughafer; L.: DRW
Pflughaferzehnt; L.: DRW
Pflughalter; L.: DRW
Pflughaupt; L.: DRW
Pflugheber; L.: DRW
Pflugholz; L.: DRW
Pflughufe; L.: DRW
Pflugkate; L.: DRW
Pflugknecht; L.: DRW
Pflugköter; L.: DRW
Pflugkorn; L.: DRW
Pflugkurmede; L.: DRW
pflugkurmedig; L.: DRW
Pflugland; L.: DRW
Pflugleute; L.: DRW
Pfluglohn; L.: DRW
Pflugmacher; L.: DRW
Pflugmann; L.: DRW
Pflugmeister; L.: DRW
Pflugmutsche; L.: DRW
Pflugnabe; L.: DRW
Pflugpfennig; L.: DRW
Pflugrad; L.: DRW
pflugräderweit; L.: DRW
Pflugrädlein; L.: DRW
Pflugräuber; L.: DRW
Pflugrecht; L.: DRW
Pflugriester; L.: DRW
Pflugrust; L.: DRW
Pflugschar; L.: DRW
Pflugschatz; L.: DRW
Pflugschatzrechnung; L.: DRW
Pflugschatzung; L.: DRW
Pflugschatzungbuch; L.: DRW
Pflugschatzungsbuch; L.: DRW
Pflugsech; L.: DRW
Pflugsgewähr; L.: DRW
Pflugsilber; L.: DRW
Pflugskurmede; L.: DRW
pflugsräderweit; L.: DRW
Pflugstätte; L.: DRW
Pflugstell; L.: DRW
Pflugsteuer; L.: DRW
Pflugteil; L.: DRW
Pflugverteilung; L.: DRW
Pflugvogt; L.: DRW
Pflugweizen; L.: DRW
(Pflugwenden); L.: DRW
Pflugwenden-1; L.: DRW
Pflugwenden-2; L.: DRW
Pflugwerk; L.: DRW
Pflugwinnung; L.: DRW
Pflugwurt; L.: DRW
Pflugzahl; L.: DRW
Pflugzehnt; L.: DRW
Pflugzeit; L.: DRW
Pförtner; L.: DRW
Pförtnerin; L.: DRW
Pförtnersche; L.: DRW
Pfolger; L.: DRW
Pfortamt; L.: DRW
Pfortamtgeld; L.: DRW
Pfortaufseher; L.: DRW
Pforte; L.: DRW
Pfortenamt; L.: DRW
Pfortenamtgeld; L.: DRW
Pfortenaufseher; L.: DRW
Pfortengeld; L.: DRW
Pfortengericht; L.: DRW
Pfortenherr; L.: DRW
Pfortenheuer; L.: DRW
Pfortenhüter; L.: DRW
Pfortenhut; L.: DRW
Pfortenlehen; L.: DRW
Pfortenmeisterin; L.: DRW
Pfortenschreiber; L.: DRW
Pfortenwacht; L.: DRW
Pfortenzehnt; L.: DRW
Pfortenzoll; L.: DRW
Pfortgeld; L.: DRW
Pfortgericht; L.: DRW
Pforthaus; L.: DRW
Pfortherr; L.: DRW
Pfortheuer; L.: DRW
Pforthüter; L.: DRW
Pforthut; L.: DRW
Pfortlehen; L.: DRW
Pfortmeister; L.: DRW
Pfortmeisterin; L.: DRW
Pfortrecht; L.: DRW
Pfortschreiber; L.: DRW
Pfortwacht; L.: DRW
Pfortzehnt; L.: DRW
Pfortzoll; L.: DRW
Pfosschneider; L.: DRW
Pfost; L.: DRW
Pfoste; L.: DRW
Pfostel; L.: DRW
Pfosten; L.: DRW
Pfragen; L.: DRW
Pfragenkauf; L.: DRW
Pfragenstatt; L.: DRW
Pfragenwerk; L.: DRW
Pfragenzoll; L.: DRW
Pfragnei; L.: DRW
pfragnen; L.: DRW
Pfragner; L.: DRW
Pfragnerei; L.: DRW
Pfragnerin; L.: DRW
pfrengen; L.: DRW
Pfrengnis; L.: DRW
Pfropferwein; L.: DRW
Pfründammann; L.: DRW
Pfründanlegung; L.: DRW
Pfründbesatzung; L.: DRW
Pfründbrief; L.: DRW
Pfründbrot; L.: DRW
Pfründbuch; L.: DRW
Pfründbüchlein; L.: DRW
Pfründbüchse; L.: DRW
Pfründdieberei; L.: DRW
Pfründe; L.: DRW
Pfründebrot; L.: DRW
Pfründeinkommen; L.: DRW
Pfründeinnahme; L.: DRW
Pfründeland; L.: DRW
pfründen; L.: DRW
Pfründenbüchlein; L.: DRW
Pfründendieberei; L.: DRW
Pfründenkäse; L.: DRW
Pfründenleiher; L.: DRW
Pfründenteiler; L.: DRW
Pfründenwachs; L.: DRW
Pfründenwald; L.: DRW
Pfründenweck; L.: DRW
Pfründer; L.: DRW
Pfründerhaus; L.: DRW
Pfründerin; L.: DRW
Pfründersche; L.: DRW
Pfründervieh; L.: DRW
Pfründesemmel; L.: DRW
pfründfrei; L.: DRW
Pfründfrucht; L.: DRW
Pfründfutter; L.: DRW
pfründgebe; L.: DRW
Pfründgefälle; L.: DRW
Pfründgeld; L.: DRW
Pfründgenosse; L.: DRW
Pfründgut; L.: DRW
Pfründhaber; L.: DRW
Pfründhafer; L.: DRW
Pfründhandel; L.: DRW
Pfründhaus; L.: DRW
Pfründherr; L.: DRW
Pfründhof; L.: DRW
Pfründholz; L.: DRW
Pfründkäse; L.: DRW
Pfründkante; L.: DRW
Pfründkeller; L.: DRW
Pfründkind; L.: DRW
Pfründkorn; L.: DRW
Pfründlamm; L.: DRW
Pfründland; L.: DRW
Pfründlehen; L.: DRW
Pfründleiher; L.: DRW
Pfründlein; L.: DRW
pfründlich; L.: DRW
Pfründmeier; L.: DRW
Pfründnehmer; L.: DRW
Pfründner; L.: DRW
Pfründnerin; L.: DRW
Pfründnutz; L.: DRW
Pfründnutzung; L.: DRW
Pfründordnung; L.: DRW
Pfründperson; L.: DRW
Pfründpfleger; L.: DRW
Pfründpriester; L.: DRW
Pfründrechnung; L.: DRW
Pfründrecht; L.: DRW
Pfründrodel; L.: DRW
Pfründscheuer; L.: DRW
Pfründschilling; L.: DRW
Pfründsemmel; L.: DRW
Pfründstätte; L.: DRW
Pfründtag; L.: DRW
Pfründteiler; L.: DRW
Pfründträger; L.: DRW
Pfründvogt; L.: DRW
Pfründwaage; L.: DRW
Pfründwachs; L.: DRW
Pfründwald; L.: DRW
Pfründweck; L.: DRW
Pfründwein; L.: DRW
pfründweise; L.: DRW
Pfründwurst; L.: DRW
Pfründzehnt; L.: DRW
Pfühl; L.: DRW
Pfünder; L.: DRW
Pfünderpfennig; L.: DRW
Pfündige; L.: DRW
pfündisch; L.: DRW
Pfütz; L.: DRW
Pfütze; L.: DRW
Pfützenmeister; L.: DRW
Pfützgeld; L.: DRW
Pfützmeister; L.: DRW
Pfützpfählung; L.: DRW
Pfuhlrichter; L.: DRW
Pfuhlrichterordnung; L.: DRW
Pfund; L.: DRW
Pfundamt; L.: DRW
Pfundbrief; L.: DRW
Pfundbrüche; L.: DRW
Pfundbuch; L.: DRW
Pfundbude; L.: DRW
Pfundbührer; L.: DRW
pfunden; L.: DRW
pfundern; L.: DRW
Pfundgeld; L.: DRW
Pfundgewicht; L.: DRW
Pfundherr; L.: DRW
pfundig; L.: DRW
Pfundiglehen; L.: DRW
Pfundkammer; L.: DRW
Pfundkammerkasten; L.: DRW
Pfundkandel; L.: DRW
Pfundkiste; L.: DRW
Pfundkorb; L.: DRW
Pfundmaß; L.: DRW
Pfundmaut; L.: DRW
Pfundmauter; L.: DRW
Pfundmeister; L.: DRW
Pfundmühle; L.: DRW
Pfundner; L.: DRW
Pfundnertaler; L.: DRW
Pfundpfennig; L.: DRW
Pfundrecht; L.: DRW
Pfundrente; L.: DRW
Pfundschätzung; L.: DRW
Pfundschilling; L.: DRW
Pfundschillinger; L.: DRW
Pfundschoß; L.: DRW
Pfundschreiber; L.: DRW
Pfundschwer; L.: DRW
Pfundstein; L.: DRW
Pfundung; L.: DRW
Pfundungeld; L.: DRW
Pfundverwalter; L.: DRW
Pfundwaage; L.: DRW
pfundweise; L.: DRW
Pfundwert; L.: DRW
Pfundwucher; L.: DRW
Pfundzahl; L.: DRW
Pfundzins; L.: DRW
Pfundzöllner; L.: DRW
Pfundzoll; L.: DRW
Pfundzoller; L.: DRW
Pfundzollextanz; L.: DRW
Pfundzollfreiheit; L.: DRW
Pfundzollgebühr; L.: DRW
Pfundzollgefälle; L.: DRW
Pfundzollgeld; L.: DRW
Pfundzollintrade; L.: DRW
Pfundzollordnung; L.: DRW
Pfuscher; L.: DRW
Pfuscherhandel; L.: DRW
Philippertaler; L.: DRW
Philippgulden; L.: DRW
Philippinertaler; L.: DRW
Philippinusgulden; L.: DRW
Philippschild; L.: DRW
Philippsgulden; L.: DRW
Philippsschild; L.: DRW
Philippsstüber; L.: DRW
Philippstaler; L.: DRW
Philippstalermünze; L.: DRW
Philippstüber; L.: DRW
Philipptaler; L.: DRW
Philipptalermünze; L.: DRW
Philippus; L.: DRW
Philippusdenar; L.: DRW
Philippusgulden; L.: DRW
Philippuspfennig; L.: DRW
Pickelgeld; L.: DRW
Pignoration; L.: DRW
Pike; L.: DRW
Pikentragen; L.: DRW
Pilatie; L.: DRW
pilen; L.: DRW
pileren; L.: DRW
Pilger; L.: DRW
Pilgerfahrt; L.: DRW
Pilgerhaus; L.: DRW
Pilgerin; L.: DRW
pilgerisch; L.: DRW
Pilgermeister; L.: DRW
Pilgerreise; L.: DRW
Pilgerschaft; L.: DRW
Pilgersweise; L.: DRW
Pilgerweise/pilgerweise; L.: DRW
Pilgrim; L.: DRW
Pilgrimage; L.: DRW
pilgrimates; L.: DRW
Pilgrimatie; L.: DRW
Pilgrimbuch; L.: DRW
Pilgrimenweg; L.: DRW
Pilgrimfahr; L.: DRW
Pilgrimhaus; L.: DRW
Pilgrimschaft; L.: DRW
Pilgrimsfahrt; L.: DRW
Pilgrimstab; L.: DRW
Pilgrimweg; L.: DRW
Pilgrimwirt; L.: DRW
Piliasie; L.: DRW
Pille; L.: DRW
Pillegabe; L.: DRW
Pillegeld; L.: DRW
Pillegift; L.: DRW
pilleren; L.: DRW
pilligen; L.: DRW
Pilot; L.: DRW
Pilotage; L.: DRW
Pilotagegeld; L.: DRW
Pilotasiengeld; L.: DRW
Pilotengeld; L.: DRW
Pilsate; L.: DRW
Pinkpart; L.: DRW
Pinne; L.: DRW
pinnen; L.: DRW
Pint; L.: DRW
Pint-1; L.: DRW
Pint-2; L.: DRW
Pintchen; L.: DRW
Pinte; L.: DRW
Pintenfecker; L.: DRW
Pintenmaß; L.: DRW
Pintenschenk; L.: DRW
Pintenschenke; L.: DRW
Pintenschenken; L.: DRW
Pinter; L.: DRW
Pintkandel; L.: DRW
pintseidlich; L.: DRW
Pinzenpanzer; L.: DRW
pippig; L.: DRW
Pirat; L.: DRW
Pirman; L.: DRW
Pirmanbezirk; L.: DRW
Pirmangericht; L.: DRW
Pirmangezirk; L.: DRW
Pirmankind; L.: DRW
Pirmanland; L.: DRW
Pirmanleute; L.: DRW
Pirmanmann; L.: DRW
Pirmansbezirk; L.: DRW
Pirmanschultheiß; L.: DRW
Pirmansgericht; L.: DRW
Pirmansgezirk; L.: DRW
Pirmanskind; L.: DRW
Pirmansland; L.: DRW
Pirmansleute; L.: DRW
Pirmansmann; L.: DRW
Pirmansschultheiß; L.: DRW
Pirmansstein; L.: DRW
Pirmanstein; L.: DRW
Pirmanswald; L.: DRW
Pirmansweistum; L.: DRW
Pirmanwald; L.: DRW
Pirmanweistum; L.: DRW
Pirnerlose; L.: DRW
Pirsch; L.: DRW
Pirschbann; L.: DRW
Pirschbuch; L.: DRW
Pirschdistrikt; L.: DRW
Pirschdorf; L.: DRW
pirschen; L.: DRW
Pirscher; L.: DRW
Pirschgeld; L.: DRW
Pirschgericht; L.: DRW
Pirschhafer; L.: DRW
Pirschherr; L.: DRW
Pirschhuhn; L.: DRW
Pirschkasse; L.: DRW
Pirschner; L.: DRW
Pirschordnung; L.: DRW
Pirschregister; L.: DRW
Pirschrichter; L.: DRW
Pirschschultheiß; L.: DRW
pirschverwandt; L.: DRW
Pirschverwandte; L.: DRW
Pirschvogt; L.: DRW
Pirschvogtei; L.: DRW
Pirtnick; L.: DRW
Pise; L.: DRW
Pisewage; L.: DRW
Pisse; L.: DRW
pissen; L.: DRW
Pissenge; L.: DRW
Pisskrug; L.: DRW
Pisstaverne; L.: DRW
Pistelmacher; L.: DRW
Pistole; L.: DRW
Pistolet; L.: DRW
Pistoletgold; L.: DRW
Pistoletkrone; L.: DRW
Pistolette; L.: DRW
Pitanz; L.: DRW
Pitanzamt; L.: DRW
Pitanzbuch; L.: DRW
Pitanzer; L.: DRW
Pitanzerin; L.: DRW
Pitanzienmeister; L.: DRW
Pitanzmeister; L.: DRW
Pitanzner; L.: DRW
Pitscher; L.: DRW
Pitscherling; L.: DRW
Plachetzschken; L.: DRW
Placke; L.: DRW
Placken/placken; L.: DRW
Plackenbrot; L.: DRW
Plackenschoß; L.: DRW
Placker; L.: DRW
Plackerei; L.: DRW
Plackerer; L.: DRW
Pladier; L.: DRW
Pladierei; L.: DRW
pladieren; L.: DRW
Pladierer; L.: DRW
Pladierung; L.: DRW
plädieren; L.: DRW
Plädoyer; L.: DRW
Plädrei; L.: DRW
plärren; L.: DRW
plätten; L.: DRW
Plättung; L.: DRW
Plätz; L.: DRW
Plätzchen; L.: DRW
plätzen; L.: DRW
Plage; L.: DRW
Plagegeld; L.: DRW
plagen; L.: DRW
Plager; L.: DRW
Plagge; L.: DRW
plaggen; L.: DRW
Plaggenhauen; L.: DRW
Plaggenmachen; L.: DRW
Plaggenmähder; L.: DRW
Plaggenmähen; L.: DRW
Plaggenmäher; L.: DRW
Plaggenmahd; L.: DRW
Plaggenmatt; L.: DRW
Plaggensicht; L.: DRW
Plaggesäger; L.: DRW
Plahe; L.: DRW
Plakat; L.: DRW
Plakatbrief; L.: DRW
Plakatmachtbrief; L.: DRW
Plan; L.: DRW
Planabgesuch; L.: DRW
Planetenknecht; L.: DRW
Planetenleser; L.: DRW
plangen; L.: DRW
Plank; L.: DRW
Planke; L.: DRW
Planke-1; L.: DRW
Planke-2; L.: DRW
planken; L.: DRW
Plankengeld; L.: DRW
Plankengeldeinnehmer; L.: DRW
Plankenkanne; L.: DRW
Plankenmeister; L.: DRW
Plankenskanne; L.: DRW
Plankete; L.: DRW
Plankise; L.: DRW
Plankwerk; L.: DRW
planschen; L.: DRW
Plappert; L.: DRW
Plas; L.: DRW
Platinmacheramt; L.: DRW
Platinmachergilde; L.: DRW
Platinmachersgilde; L.: DRW
platt; L.: DRW
Platte; L.: DRW
Plattendienst; L.: DRW
Plattenmacher; L.: DRW
Plattenschläger; L.: DRW
Plattenschlägerlehen; L.: DRW
Plattharnischer; L.: DRW
Plattner; L.: DRW
Plattnerhandwerk; L.: DRW
Plattnerharnischer; L.: DRW
Platz; L.: DRW
Platz-1; L.: DRW
Platz-2; L.: DRW
Platzbäcker; L.: DRW
platzen; L.: DRW
Platzgeld; L.: DRW
Platzgericht; L.: DRW
Platzgouverneur; L.: DRW
Platzhaus; L.: DRW
Platzheuer; L.: DRW
Platzleger; L.: DRW
Platzmeister; L.: DRW
Platzrichter; L.: DRW
Plaudermarkt; L.: DRW
Plauderwerk; L.: DRW
plazidieren; L.: DRW
Ple; L.: DRW
Plebiszit; L.: DRW
Plecke; L.: DRW
Plecken; L.: DRW
pleden; L.: DRW
Pledier; L.: DRW
pledieren; L.: DRW
Pledierer; L.: DRW
Pledierung; L.: DRW
Pledoen; L.: DRW
Pledooi; L.: DRW
Plegius; L.: DRW
plengen; L.: DRW
Plenger; L.: DRW
Plenkirche; L.: DRW
Plenpfaffe; L.: DRW
Pleoh; L.: DRW
Pleske; L.: DRW
Plet; L.: DRW
Pletbuch; L.: DRW
pleten; L.: DRW
Pleter; L.: DRW
Pleterei; L.: DRW
pletieren; L.: DRW
Pletierer; L.: DRW
Pletierung; L.: DRW
Pletsache; L.: DRW
Pletstätte; L.: DRW
Pletung; L.: DRW
Pletz; L.: DRW
Pletze; L.: DRW
pletzen; L.: DRW
Pletzenzeit; L.: DRW
Pli; L.: DRW
Plock; L.: DRW
Plötze; L.: DRW
Plötzer; L.: DRW
Plötzplatz; L.: DRW
Plot; L.: DRW
Plotz; L.: DRW
Plotzeramt; L.: DRW
Pluderheit; L.: DRW
Pluderung; L.: DRW
Pluderwerk; L.: DRW
Pluderwette; L.: DRW
Plünderei; L.: DRW
Plünderer; L.: DRW
plündern; L.: DRW
Plünderschatz; L.: DRW
Plünderschatzung; L.: DRW
Plündersteuer; L.: DRW
Plünderung; L.: DRW
Plünderungkosten; L.: DRW
Plünderungschaden; L.: DRW
Plünderungschatzung; L.: DRW
Plünderungskosten; L.: DRW
Plünderungsschaden; L.: DRW
Plünderungsschatzung; L.: DRW
plumen; L.: DRW
Plundchenmarkt; L.: DRW
Plunde; L.: DRW
Plunder; L.: DRW
Plundermarkt; L.: DRW
Plunderware; L.: DRW
Plunderwerk; L.: DRW
Plundware; L.: DRW
plusen; L.: DRW
plustern; L.: DRW
Pluumgrafschaft; L.: DRW
Pluumrecht; L.: DRW
Pluviale; L.: DRW
Poch; L.: DRW
pocheln; L.: DRW
pochen; L.: DRW
Pocher; L.: DRW
Pocherte; L.: DRW
Pochherr; L.: DRW
Pochschreiber; L.: DRW
Pochspiel; L.: DRW
Pochwerk; L.: DRW
Pochzins; L.: DRW
Pock; L.: DRW
Pockof; L.: DRW
Poclon; L.: DRW
Podwod; L.: DRW
Podworei; L.: DRW
Pöbel; L.: DRW
Pöbelsstand; L.: DRW
Pöbelstand; L.: DRW
Pöbelsteuer; L.: DRW
Pöbelvolk; L.: DRW
Pöfel; L.: DRW
Pöfelmarkt; L.: DRW
Pöfelsatzung; L.: DRW
Pöfelvolk; L.: DRW
pögern; L.: DRW
Pön; L.: DRW
Pönalfall; L.: DRW
Pönalhandel; L.: DRW
Pönalmandat; L.: DRW
Pönalsache; L.: DRW
Pönbrief; L.: DRW
pönbrüchig; L.: DRW
pönen; L.: DRW
pönfällig; L.: DRW
Pönfällige; L.: DRW
Pönfälligkeit; L.: DRW
Pönfall; L.: DRW
Pönfallforderung; L.: DRW
Pönfallsache; L.: DRW
Pönfeiertag; L.: DRW
Pöngefälle; L.: DRW
Pöngeld; L.: DRW
Pöngulden; L.: DRW
pönhaftig; L.: DRW
pönigen; L.: DRW
Pönische; L.: DRW
Pönitentiar; L.: DRW
Pönitenz; L.: DRW
pönitenzial; L.: DRW
Pönitenzstühllein; L.: DRW
Pönitenzzeit; L.: DRW
pönlich; L.: DRW
Pönlichkeit; L.: DRW
Pönrecht; L.: DRW
Pönsal; L.: DRW
pönschuldig; L.: DRW
Pönstrafe; L.: DRW
Pönweise; L.: DRW
pönwert; L.: DRW
pönwürdig; L.: DRW
Pötterkaufleute; L.: DRW
Pöttkäuferschaft; L.: DRW
Pöttkaufleute; L.: DRW
Pöttlein; L.: DRW
Pofel; L.: DRW
Pofelsaltner; L.: DRW
Pofelwiese; L.: DRW
Pogarde; L.: DRW
Pogribbe; L.: DRW
Poinder; L.: DRW
Poke; L.: DRW
Poket; L.: DRW
Pokof; L.: DRW
Polder; L.: DRW
Polderzehnt; L.: DRW
Pole; L.: DRW
Police; L.: DRW
Polier; L.: DRW
Polierer; L.: DRW
Poliergeselle; L.: DRW
Politik; L.: DRW
Politiker; L.: DRW
politisch; L.: DRW
Polizei; L.: DRW
Polizeiamt; L.: DRW
Polizeibeschwerde; L.: DRW
Polizeibuch; L.: DRW
Polizeidienst; L.: DRW
Polizeidirektorium; L.: DRW
Polizeifall; L.: DRW
Polizeigebot; L.: DRW
Polizeigesetz; L.: DRW
Polizeihandel; L.: DRW
Polizeihandlung; L.: DRW
Polizeiherr; L.: DRW
polizeiisch; L.: DRW
Polizeikundige; L.: DRW
Polizeimeister; L.: DRW
Polizeimesser; L.: DRW
Polizeiobrigkeit; L.: DRW
Polizeiordnung; L.: DRW
Polizeiordnungartikel; L.: DRW
Polizeiordnungsartikel; L.: DRW
Polizeiprivileg; L.: DRW
Polizeipunkt; L.: DRW
Polizeirat; L.: DRW
Polizeirecht; L.: DRW
Polizeireformation; L.: DRW
Polizeirichter; L.: DRW
Polizeisache; L.: DRW
Polizeisatzung; L.: DRW
Polizeischeffel; L.: DRW
Polizeistadtordnung; L.: DRW
Polizeistand; L.: DRW
Polizeistrafe; L.: DRW
Polizeitag; L.: DRW
Polizeitraktat; L.: DRW
Polizeiung; L.: DRW
Polizeiverordnung; L.: DRW
Polizeiwandel; L.: DRW
Polizeiwerk; L.: DRW
Polizeiwesen; L.: DRW
Polizeizeichen; L.: DRW
Polizze; L.: DRW
Pollgeld; L.: DRW
pollizieren; L.: DRW
Pollizitation; L.: DRW
polnisch; L.: DRW
Polsterrecht; L.: DRW
Polterer; L.: DRW
poltern; L.: DRW
Polterschlag; L.: DRW
Polturak; L.: DRW
Polygamie; L.: DRW
pommerisch; L.: DRW
Ponent; L.: DRW
Ponte; L.: DRW
Pontengeld; L.: DRW
Pontifikale; L.: DRW
Pontifikalehre; L.: DRW
Pontifikalia; L.: DRW
Pontifikalingesiegel; L.: DRW
Pontifikalinsiegel; L.: DRW
Pontifikalwürde; L.: DRW
Pope; L.: DRW
Popolle; L.: DRW
Port; L.: DRW
Port-1; L.: DRW
Port-2; L.: DRW
Portding; L.: DRW
Portdingbuch; L.: DRW
Porte; L.: DRW
Porte-1; L.: DRW
Porte-2; L.: DRW
Portengeld; L.: DRW
Portengericht; L.: DRW
Porter; L.: DRW
Porter-1; L.: DRW
Porter-2; L.: DRW
Porterbrief; L.: DRW
Porterbuch; L.: DRW
Portereid; L.: DRW
Portergedinge; L.: DRW
Porterie; L.: DRW
Porterige; L.: DRW
portern; L.: DRW
Porternahrung; L.: DRW
Porterrecht; L.: DRW
Portersbuch; L.: DRW
Porterschaft; L.: DRW
Portersche; L.: DRW
Portersnahrung; L.: DRW
Porterstochter; L.: DRW
Portertochter; L.: DRW
Portfriede; L.: DRW
Portgang; L.: DRW
Portgeding; L.: DRW
Portgericht; L.: DRW
Portgraf; L.: DRW
Portgut; L.: DRW
Portholz; L.: DRW
Portier; L.: DRW
Portige; L.: DRW
Portion; L.: DRW
Portionbuch; L.: DRW
Portiongeld; L.: DRW
Portionsgeld; L.: DRW
Portkone; L.: DRW
Portmann; L.: DRW
Portmann-1; L.: DRW
Portmann-2; L.: DRW
Portmeister; L.: DRW
Portner; L.: DRW
Porto; L.: DRW
Portpfund; L.: DRW
Portrecht; L.: DRW
Portrente; L.: DRW
Portschaft; L.: DRW
Portsiegel; L.: DRW
Portster; L.: DRW
Portung; L.: DRW
Portweg; L.: DRW
Porzellangeschirrhandel; L.: DRW
Porzellanhandel; L.: DRW
Posamentenhandwerk; L.: DRW
Posamentierer; L.: DRW
Posamentierergeselle; L.: DRW
Posamentiererhandwerk; L.: DRW
Posamentmacher; L.: DRW
Posamentweber; L.: DRW
Position; L.: DRW
Positionartikel; L.: DRW
Possatke; L.: DRW
possedieren; L.: DRW
Possedierung; L.: DRW
Posseß; L.: DRW
Possessat; L.: DRW
Posseßbrief; L.: DRW
Posseßgebung; L.: DRW
Possessie; L.: DRW
possessieren; L.: DRW
Possession; L.: DRW
possessionieren; L.: DRW
Possessionierte; L.: DRW
Possessor; L.: DRW
Possessorie; L.: DRW
Possessoristritt; L.: DRW
Possessorium; L.: DRW
Post; L.: DRW
Post-1; L.: DRW
Post-2; L.: DRW
Post-3; L.: DRW
Postamt; L.: DRW
Postauslage; L.: DRW
Postbeamte; L.: DRW
Postbediente; L.: DRW
Postbeförderer; L.: DRW
Postbefreiung; L.: DRW
Postbeständer; L.: DRW
Postbestellung; L.: DRW
Postbote; L.: DRW
Postboterei; L.: DRW
Postbrief; L.: DRW
Postbuch; L.: DRW
Postdienst; L.: DRW
Posten; L.: DRW
Posten-1; L.: DRW
Posten-2; L.: DRW
postenweise; L.: DRW
Posterei; L.: DRW
Postfelleisen; L.: DRW
Postfuhre; L.: DRW
Postfuhrgeld; L.: DRW
Postgebühr; L.: DRW
Postgeld; L.: DRW
Postgerechtigkeit; L.: DRW
Postgeschäft; L.: DRW
Posthalter; L.: DRW
Posthaus; L.: DRW
Posthorn; L.: DRW
Postierer; L.: DRW
Postiergeld; L.: DRW
Postierstand; L.: DRW
Postierunganstalt; L.: DRW
Postierungordnung; L.: DRW
Postierungsanstalt; L.: DRW
Postierungsordnung; L.: DRW
Postierungsstand; L.: DRW
Postierungstand; L.: DRW
Postille; L.: DRW
Postillion; L.: DRW
Postintrade; L.: DRW
Postkarre; L.: DRW
Postkarren; L.: DRW
Postkasse; L.: DRW
Postknecht; L.: DRW
Postkontor; L.: DRW
Postkosten; L.: DRW
Postläufer; L.: DRW
Postlohn; L.: DRW
Postmeister; L.: DRW
Postmeisteramt; L.: DRW
Postmeisterbesoldung; L.: DRW
Postmeisterei; L.: DRW
Postmeistername; L.: DRW
Postnutzen; L.: DRW
Postordnung; L.: DRW
Postort; L.: DRW
Postpferd; L.: DRW
Posträuber; L.: DRW
Postrecht; L.: DRW
Postregal; L.: DRW
Postregister; L.: DRW
Postreiter; L.: DRW
Postrennen; L.: DRW
Postritt; L.: DRW
Postroß; L.: DRW
Postsache; L.: DRW
Postschreiben; L.: DRW
Postschreiber; L.: DRW
Postsiegel; L.: DRW
Poststeig; L.: DRW
Poststelle; L.: DRW
Posttag; L.: DRW
postulabel; L.: DRW
Postulant; L.: DRW
Postulat; L.: DRW
Postulatenkrone; L.: DRW
Postulatgulden; L.: DRW
Postulatie; L.: DRW
Postulatiengulden; L.: DRW
Postulation; L.: DRW
Postulationrecht; L.: DRW
Postulatkrone; L.: DRW
Postulatsgulden; L.: DRW
postulieren; L.: DRW
Postulierung; L.: DRW
Postumus; L.: DRW
Postverderber; L.: DRW
Postverlag; L.: DRW
Postverordnung; L.: DRW
Postverwalter; L.: DRW
Postverwandte; L.: DRW
Postwärter; L.: DRW
Postwagen; L.: DRW
Postwerk; L.: DRW
Postwesen; L.: DRW
Postzettel; L.: DRW
Potabel; L.: DRW
Potentat; L.: DRW
Potentatenrecht; L.: DRW
Potente; L.: DRW
Potenz; L.: DRW
Potestat; L.: DRW
Pott; L.: DRW
Pottbruder; L.: DRW
Pottmacher; L.: DRW
Pottmeister; L.: DRW
Powirp; L.: DRW
Powstwerk; L.: DRW
Pracher; L.: DRW
Pracherbrief; L.: DRW
Pracherhandwerk; L.: DRW
Pracherordnung; L.: DRW
Pracherschreiben; L.: DRW
Prachervogt; L.: DRW
Pracht; L.: DRW
Präbendar; L.: DRW
Präbendat; L.: DRW
Präbende; L.: DRW
Präbendeamtmann; L.: DRW
Präbendegut; L.: DRW
Präbendekorn; L.: DRW
Präbendenamtmann; L.: DRW
Präbendeneinkommen; L.: DRW
